cheese,milk,country,family,type,fat_content,texture,rind,color,flavor,aroma,vegetarian,vegan
764,18,35,10,39,0,124,7,8,321,140,0,0
823,18,52,10,48,0,279,5,15,418,23,0,0
822,18,52,10,21,0,250,10,4,565,199,0,0
83,18,35,10,21,0,263,10,11,450,127,0,0
287,19,52,10,14,0,54,9,15,446,142,0,0
808,18,52,10,39,0,279,7,15,582,146,0,0
827,18,52,10,20,2,81,10,15,316,281,0,0
475,18,50,10,21,0,254,8,11,454,290,1,0
668,18,49,10,38,2,160,9,11,589,127,0,0
798,18,52,10,48,0,44,7,15,159,277,0,0
167,18,74,10,20,0,60,7,11,449,309,0,0
378,18,77,10,39,2,250,7,11,597,309,1,0
830,18,52,10,62,2,285,7,11,176,200,1,0
104,18,65,10,48,2,179,10,11,414,3,1,0
83,18,35,10,21,0,263,10,11,450,127,0,0
825,18,52,10,48,2,160,7,15,476,249,1,0
300,20,60,10,14,2,250,7,11,252,0,0,0
818,18,52,10,20,2,207,7,11,536,304,0,0
820,18,52,10,39,2,75,7,14,513,304,1,0
732,19,52,10,48,2,54,7,15,578,273,0,0
267,18,35,10,48,2,127,7,15,199,207,1,0
426,18,52,10,21,2,264,1,8,395,214,1,0
825,18,52,10,48,2,160,7,15,476,249,0,0
108,18,77,10,39,0,132,11,15,296,127,1,0
430,18,52,10,39,0,17,7,14,562,38,0,0
494,18,52,10,39,0,67,7,11,533,299,0,0
805,18,52,10,39,2,207,5,15,322,149,1,0
764,18,35,10,39,0,124,7,8,321,140,0,0
494,18,52,10,39,0,67,7,11,533,299,0,0
1007,18,77,10,39,0,76,7,11,173,135,0,0
905,18,77,10,14,2,143,7,15,534,141,1,0
797,18,52,10,20,0,93,7,11,226,181,0,0
821,18,52,10,48,0,75,7,4,566,272,0,0
509,18,52,10,20,2,93,10,9,250,0,1,0
421,20,22,10,21,0,221,7,8,506,0,0,0
815,18,52,10,39,2,213,7,8,353,166,1,0
805,18,52,10,39,2,207,5,15,322,149,0,0
795,18,23,10,21,2,206,7,16,535,268,0,0
810,18,52,10,48,0,107,7,11,210,290,0,0
824,18,52,10,39,0,18,7,16,216,33,1,0
764,18,35,10,39,0,124,7,8,321,140,0,0
817,18,52,10,39,0,75,7,8,580,276,1,0
764,18,35,10,39,0,124,7,8,321,140,1,0
322,18,52,10,21,0,252,7,11,417,207,0,0
718,4,52,6,34,0,93,7,11,562,304,0,0
163,6,77,6,39,0,93,10,16,244,304,0,0
909,4,77,6,44,0,93,7,14,255,294,0,0
190,4,50,6,47,0,93,7,6,583,299,0,0
265,4,77,6,39,0,180,9,11,579,299,1,0
54,14,65,6,38,0,17,10,16,92,228,0,0
220,4,61,6,21,0,199,11,16,354,33,0,0
725,13,77,6,39,0,227,10,8,168,20,0,0
29,6,61,6,20,0,181,11,16,284,285,1,0
453,4,50,6,20,0,250,11,15,596,290,1,0
535,13,77,6,39,0,93,7,11,441,181,1,0
29,6,61,6,20,0,181,11,16,498,285,0,0
1012,9,77,6,33,0,11,7,16,506,104,0,0
878,9,64,6,39,0,147,7,11,572,294,0,0
190,4,50,6,47,0,93,7,6,583,121,0,0
484,4,58,6,13,0,176,9,15,52,11,0,0
843,4,77,6,39,0,76,7,16,451,122,1,0
220,4,61,6,21,0,199,11,16,354,33,0,0
688,13,45,6,20,0,112,9,8,179,272,0,0
859,4,61,6,20,0,210,11,6,175,57,0,0
587,4,61,6,39,0,250,2,16,591,0,0,0
878,9,64,6,39,0,147,7,11,572,294,0,0
163,6,77,6,39,0,93,10,16,494,11,0,0
948,13,35,6,20,0,147,7,15,503,175,0,0
948,13,35,6,20,0,202,7,15,503,147,0,0
671,6,77,6,38,0,123,11,8,381,268,1,0
948,13,35,6,20,0,259,7,15,503,197,0,0
717,4,52,6,34,0,93,7,4,371,304,0,0
787,4,61,6,21,0,130,8,11,107,87,0,0
1012,9,77,6,33,0,11,7,16,506,104,1,0
54,14,65,6,38,0,93,7,16,23,304,0,0
717,4,52,6,34,0,93,7,11,371,304,0,0
102,4,47,6,13,0,160,7,11,212,175,1,0
190,4,50,6,47,0,93,7,6,583,137,0,0
1097,4,72,6,39,0,263,11,8,488,263,0,0
548,18,62,6,20,0,228,11,8,82,239,1,0
172,13,61,6,38,0,237,7,15,589,304,0,0
57,14,65,6,34,0,239,7,16,0,109,0,0
878,9,64,6,39,0,147,7,11,572,294,0,0
160,4,52,6,47,0,160,8,11,136,268,0,0
111,6,54,6,14,0,116,9,15,140,127,0,0
725,13,77,6,39,0,227,10,8,168,20,0,0
29,6,61,6,20,0,181,11,16,274,285,1,0
878,9,64,6,39,0,147,7,11,572,294,0,0
1070,13,77,6,39,0,180,7,4,598,235,1,0
620,4,31,6,39,0,148,10,3,488,283,1,0
110,4,52,6,1,0,67,7,11,354,285,0,0
671,6,77,6,38,0,123,11,8,381,268,1,0
491,4,68,6,39,0,160,10,14,578,284,1,0
533,13,77,6,39,0,93,7,8,441,181,1,0
713,13,77,6,39,0,9,10,6,314,283,0,0
57,14,65,6,34,0,180,7,16,0,127,0,0
29,6,61,6,20,0,181,11,16,23,285,1,0
92,4,52,6,20,0,82,7,16,368,279,0,0
743,4,30,6,38,0,93,11,5,588,299,1,0
57,14,65,6,34,0,165,7,16,0,152,0,0
743,4,30,6,38,0,93,11,5,588,299,1,0
951,4,65,6,38,0,55,7,6,591,299,0,0
172,13,61,6,38,0,165,10,15,589,304,0,0
620,4,31,6,39,0,148,10,3,488,119,1,0
487,4,72,6,21,0,93,7,4,297,123,1,0
948,13,35,6,20,0,201,7,9,503,87,0,0
160,4,52,6,47,0,160,8,11,136,268,0,0
684,4,63,6,39,0,180,2,8,497,0,0,0
163,6,77,6,39,0,93,10,16,303,132,0,0
948,13,35,6,20,0,237,7,0,503,68,0,0
580,4,61,6,38,0,148,7,15,455,304,1,0
725,13,77,6,39,0,227,10,8,168,20,0,0
265,4,77,6,39,0,180,9,11,579,299,1,0
350,13,77,6,21,0,93,6,8,173,256,0,0
878,9,64,6,39,0,147,7,11,572,294,0,0
581,4,77,6,39,0,93,9,11,210,0,1,0
451,13,77,6,39,0,255,7,8,509,220,1,0
163,6,77,6,39,0,93,10,16,359,293,0,0
623,4,61,6,38,0,151,7,11,154,158,0,0
1014,17,74,6,33,0,158,9,11,500,234,1,1
1070,13,77,6,39,0,180,7,4,598,235,1,0
111,6,54,6,14,0,116,9,15,140,127,0,0
4,4,35,6,38,0,237,10,8,111,0,0,0
110,4,52,6,1,0,67,7,11,354,285,0,0
951,4,65,6,38,0,55,7,6,591,255,0,0
153,4,61,6,20,0,218,7,16,379,285,0,0
110,4,52,6,1,0,67,7,11,354,285,0,0
491,4,68,6,39,0,160,10,14,578,284,1,0
491,4,68,6,39,0,160,10,14,578,284,1,0
484,4,58,6,13,0,176,9,15,52,11,0,0
66,4,48,6,38,0,84,8,16,356,228,1,0
581,4,77,6,39,0,93,9,11,210,0,1,0
433,13,50,6,21,0,255,8,11,319,190,1,0
102,4,47,6,13,0,44,7,15,164,107,1,0
1097,13,72,6,39,0,263,11,8,488,263,0,0
154,4,61,6,38,0,132,7,16,149,66,0,0
487,4,72,6,21,0,93,7,4,297,145,0,0
484,4,58,6,13,0,176,9,15,52,11,0,0
684,4,63,6,39,0,180,7,15,497,0,0,0
241,13,50,6,20,0,94,7,8,311,43,1,0
948,13,35,6,20,0,237,7,15,503,304,0,0
534,13,77,6,39,0,93,7,8,553,181,1,0
620,4,31,6,39,0,148,10,3,488,290,1,0
491,4,68,6,39,0,160,10,14,578,284,1,0
1014,17,74,6,33,0,158,9,11,500,234,1,1
671,6,77,6,38,0,123,11,8,381,268,1,0
54,14,65,6,38,0,148,9,11,506,304,0,0
4,4,35,6,38,0,237,10,8,264,0,0,0
66,4,48,6,38,0,84,8,16,356,228,1,0
160,4,52,6,47,0,160,8,11,136,268,0,0
366,4,50,6,21,0,185,11,16,22,72,1,0
111,6,54,6,14,0,116,9,15,140,127,0,0
163,6,77,6,39,0,93,10,16,433,127,1,0
587,4,61,6,39,0,250,7,16,591,0,0,0
717,4,52,6,34,0,93,7,15,371,304,0,0
951,4,65,6,38,0,55,7,6,591,49,0,0
718,4,52,6,34,0,93,7,15,562,304,0,0
57,14,65,6,34,0,279,7,16,0,135,0,0
241,13,50,6,20,0,94,7,8,311,43,1,0
163,6,77,6,39,0,93,10,16,228,299,1,0
594,4,77,6,48,0,160,7,11,164,285,0,0
451,13,77,6,39,0,255,7,8,509,220,1,0
533,13,77,6,39,0,93,7,8,441,181,1,0
156,4,61,6,38,0,148,7,16,359,285,0,0
472,4,77,6,39,0,69,7,15,173,127,0,0
1070,13,77,6,39,0,180,7,4,598,235,1,0
859,4,61,6,20,0,210,11,6,175,239,0,0
433,13,50,6,21,0,255,8,11,319,190,1,0
1019,4,77,6,39,0,74,7,11,231,137,0,0
587,4,61,6,39,0,250,8,16,591,0,0,0
623,4,61,6,38,0,151,2,11,154,158,0,0
948,13,35,6,20,0,171,7,15,503,87,0,0
837,4,43,6,20,0,93,7,8,118,98,1,0
92,4,52,6,20,0,82,7,16,368,279,0,0
433,13,50,6,21,0,255,8,11,319,190,1,0
433,13,50,6,21,0,255,8,11,319,190,1,0
620,4,31,6,39,0,148,10,3,488,268,1,0
453,4,50,6,20,0,250,7,11,596,250,1,0
948,13,35,6,20,0,59,7,15,503,284,0,0
948,13,35,6,20,0,250,7,15,503,304,0,0
4,4,35,6,38,0,237,10,8,576,0,0,0
366,4,50,6,21,0,185,11,16,22,24,1,0
948,13,35,6,20,0,171,7,15,503,299,0,0
54,14,65,6,38,0,183,7,11,449,304,0,0
1064,4,52,6,39,0,20,7,4,496,144,1,0
366,4,50,6,21,0,185,11,16,22,294,1,0
111,6,54,6,14,0,116,9,15,140,127,0,0
948,13,35,6,20,0,171,7,15,503,14,0,0
534,13,77,6,39,0,93,7,8,553,181,1,0
717,4,52,6,34,0,93,7,16,371,304,0,0
620,4,31,6,39,0,148,10,3,488,33,1,0
265,4,77,6,39,0,180,9,11,579,299,1,0
859,4,61,6,20,0,210,11,6,175,118,0,0
472,4,77,6,39,0,69,7,15,173,127,0,0
718,4,52,6,34,0,93,7,15,562,304,0,0
948,13,35,6,20,0,250,7,4,503,87,0,0
843,4,77,6,39,0,76,7,16,451,194,0,0
718,4,52,6,34,0,93,7,8,562,304,0,0
154,4,61,6,38,0,132,7,16,149,66,0,0
548,18,62,6,20,0,228,11,8,82,239,1,0
29,6,61,6,20,0,181,11,16,461,285,1,0
54,14,65,6,38,0,279,2,15,594,127,0,0
836,6,70,6,39,0,121,7,11,1,38,0,0
859,4,61,6,20,0,210,11,6,175,175,1,0
29,6,61,6,20,0,181,11,16,51,285,0,0
29,6,61,6,20,0,181,11,16,321,285,0,0
743,4,30,6,38,0,93,11,5,588,299,1,0
4,4,35,6,38,0,237,10,8,373,0,0,0
175,4,40,6,38,0,149,7,11,125,304,0,0
29,6,61,6,20,0,181,11,16,411,285,0,0
725,13,77,6,39,0,227,10,8,168,20,0,0
620,4,31,6,39,0,148,10,3,488,307,1,0
472,4,77,6,39,0,69,7,16,173,256,1,0
1064,4,52,6,39,0,20,7,4,496,144,1,0
472,4,77,6,39,0,69,7,11,173,40,1,0
1056,13,50,6,14,0,73,6,15,219,128,0,0
787,4,61,6,21,0,130,8,11,107,285,1,0
836,6,70,6,39,0,121,7,11,1,38,0,0
171,13,61,6,38,0,179,9,4,269,127,0,0
535,13,77,6,39,0,93,7,11,441,181,1,0
265,4,77,6,39,0,180,9,11,579,299,1,0
1060,13,50,6,21,0,77,11,4,507,181,0,0
1064,4,52,6,39,0,20,7,4,496,144,1,0
153,4,61,6,20,0,218,7,16,379,285,0,0
1097,12,72,6,39,0,263,11,11,488,263,0,0
859,4,61,6,20,0,210,11,6,175,304,0,0
1064,4,52,6,39,0,20,7,4,496,144,1,0
54,14,65,6,38,0,160,7,8,32,268,0,0
185,13,61,6,21,0,250,11,2,474,33,1,0
859,4,61,6,20,0,210,11,6,175,60,0,0
533,13,77,6,39,0,93,7,8,441,181,1,0
175,4,40,6,38,0,149,7,11,125,263,0,0
1027,6,61,6,20,0,35,11,3,422,294,1,0
175,4,40,6,38,0,149,7,11,125,219,0,0
185,13,61,6,21,0,250,11,15,52,40,0,0
1070,13,77,6,39,0,180,7,4,598,235,1,0
718,4,52,6,34,0,93,7,8,562,304,0,0
484,4,58,6,13,0,176,9,15,52,11,0,0
580,4,61,6,38,0,148,7,15,455,141,1,0
548,18,62,6,20,0,228,11,8,82,239,1,0
4,4,35,6,38,0,237,10,8,165,0,0,0
153,4,61,6,20,0,218,7,16,379,285,0,0
837,4,43,6,20,0,147,10,11,118,11,1,0
713,13,77,6,39,0,9,10,6,314,283,0,0
241,13,50,6,20,0,94,7,8,311,43,1,0
456,13,50,6,21,0,67,7,15,449,249,1,0
587,4,61,6,39,0,250,7,16,591,0,0,0
102,4,47,6,13,0,239,7,15,227,292,1,0
878,9,64,6,39,0,147,7,11,572,294,0,0
29,6,61,6,20,0,181,11,16,497,285,0,0
4,4,35,6,38,0,237,10,8,15,0,0,0
684,4,63,6,39,0,180,7,15,497,0,0,0
154,4,61,6,38,0,132,7,16,149,66,0,0
1060,13,50,6,21,0,77,11,4,507,181,0,0
534,13,77,6,39,0,93,7,8,553,181,1,0
472,4,77,6,39,0,69,7,8,173,127,1,0
111,6,54,6,14,0,116,9,15,140,127,0,0
175,4,40,6,38,0,149,7,11,125,57,0,0
684,4,63,6,39,0,180,9,11,497,0,0,0
54,14,65,6,38,0,59,7,11,492,0,0,0
185,13,61,6,21,0,250,11,15,568,272,0,0
265,4,77,6,39,0,180,9,11,579,299,1,0
743,4,30,6,38,0,93,11,5,588,299,1,0
484,4,58,6,13,0,176,9,15,52,11,0,0
265,4,77,6,39,0,180,9,11,579,299,1,0
533,13,77,6,39,0,93,7,8,441,181,1,0
535,13,77,6,39,0,93,7,11,441,181,1,0
320,4,50,6,39,0,171,11,14,76,265,0,0
172,13,61,6,38,0,152,7,11,589,304,0,0
1019,4,77,6,39,0,74,7,11,231,128,0,0
743,4,30,6,38,0,93,11,5,588,299,1,0
491,4,68,6,39,0,160,10,14,578,284,1,0
909,4,77,6,44,0,93,7,14,255,294,0,0
581,4,77,6,39,0,93,9,11,210,0,1,0
484,4,58,6,13,0,176,9,15,52,11,0,0
1056,13,50,6,14,0,73,6,15,219,128,0,0
484,4,58,6,13,0,176,9,15,52,11,0,0
160,4,52,6,47,0,160,8,11,136,268,0,0
190,4,50,6,47,0,93,7,6,583,127,0,0
684,4,63,6,39,0,180,7,14,497,0,0,0
185,13,61,6,21,0,250,11,11,307,304,0,0
110,4,52,6,1,0,67,7,11,354,285,0,0
102,4,47,6,13,0,93,7,8,131,152,1,0
1027,6,61,6,20,0,35,11,3,455,294,0,0
171,13,61,6,38,0,171,2,16,294,40,0,0
484,4,58,6,13,0,176,9,15,52,11,0,0
684,4,63,6,39,0,180,7,16,497,0,0,0
927,4,72,8,27,0,7,7,11,336,304,0,0
1020,4,77,8,21,0,196,7,11,514,87,1,0
855,4,52,8,39,0,160,7,8,445,230,0,0
269,4,52,8,38,0,255,7,8,352,246,0,0
958,4,77,8,21,0,198,7,16,437,27,1,0
128,4,52,8,2,0,180,7,8,469,174,0,0
464,4,57,8,21,0,189,9,15,549,14,1,0
927,4,72,8,27,0,7,7,11,336,304,0,0
1075,4,77,8,21,0,205,7,4,536,256,1,0
395,4,77,8,38,0,270,10,8,568,305,0,0
512,4,61,8,21,0,188,11,9,70,256,0,0
161,4,52,8,21,0,206,7,15,359,33,1,0
161,4,52,8,21,0,206,7,15,359,33,1,0
516,4,72,8,20,0,11,7,11,281,294,0,0
1044,18,30,8,20,0,250,7,11,488,145,1,0
902,19,61,8,20,0,187,7,16,504,127,1,0
953,4,52,8,39,0,93,7,8,247,207,1,1
516,4,72,8,20,0,11,10,11,38,294,1,0
51,4,72,8,20,0,219,7,6,404,285,0,0
476,4,52,8,21,0,219,7,6,61,17,0,0
1044,18,30,8,20,0,250,7,11,488,49,1,0
27,4,77,8,20,0,20,9,6,212,103,1,0
516,4,72,8,20,0,11,2,11,281,294,0,0
959,4,77,8,21,0,5,7,14,494,299,1,0
856,4,2,8,21,0,225,7,11,374,245,1,0
904,4,61,8,20,0,184,7,16,562,0,1,0
27,4,77,8,20,0,20,9,6,212,103,1,0
1096,18,30,8,20,0,278,2,16,582,117,1,0
464,4,57,8,21,0,189,9,15,549,307,1,0
876,4,77,8,39,0,218,10,6,223,249,0,0
195,4,77,8,21,0,186,3,16,175,87,0,0
1075,4,77,8,21,0,205,7,4,536,256,1,0
476,4,52,8,21,0,219,7,6,61,17,0,0
959,4,77,8,21,0,5,7,14,494,299,1,0
697,18,30,8,21,0,195,7,11,188,228,1,0
979,4,77,8,21,0,182,7,16,171,175,1,0
786,4,52,8,21,0,230,7,14,532,262,0,0
1085,4,52,8,14,0,147,7,11,305,307,0,0
956,4,77,8,21,0,82,7,11,250,279,1,0
854,4,52,8,21,0,217,7,4,84,122,1,0
1096,18,30,8,20,0,278,9,16,582,117,1,0
275,13,77,8,21,0,180,7,11,413,304,0,0
269,4,52,8,38,0,255,7,8,352,246,0,0
964,4,77,8,21,0,206,7,6,172,65,1,0
993,18,0,8,20,0,250,7,11,164,149,0,0
959,4,77,8,21,0,5,7,14,494,299,1,0
1073,4,77,8,39,0,250,7,11,541,304,1,0
1020,4,77,8,21,0,196,7,11,514,92,1,0
1074,4,77,8,21,0,194,7,11,505,299,1,0
51,4,72,8,20,0,219,7,6,404,285,0,0
903,4,61,8,20,0,183,7,16,554,0,1,0
993,18,0,8,20,0,160,10,4,294,93,0,0
126,13,52,8,38,0,199,10,15,376,167,0,0
464,4,57,8,21,0,189,9,15,549,191,1,0
155,4,61,8,20,0,6,7,6,78,0,0,0
927,4,72,8,27,0,7,7,11,336,304,0,0
337,14,52,8,21,0,229,10,14,359,300,1,0
70,5,57,8,38,0,199,7,15,538,304,0,0
697,18,30,8,21,0,195,7,11,406,228,1,0
1096,18,30,8,20,0,278,11,16,582,117,1,0
242,4,52,8,20,0,250,7,11,532,0,0,0
982,4,77,8,39,0,180,7,11,380,304,0,0
1075,4,77,8,21,0,205,7,4,536,256,1,0
155,4,61,8,20,0,6,7,6,78,0,0,0
708,9,77,8,39,0,204,8,11,150,191,0,0
1044,18,30,8,20,0,250,7,11,488,187,1,0
27,4,77,8,20,0,20,9,6,212,103,1,0
444,4,35,8,39,0,225,7,11,576,0,1,0
854,4,52,8,21,0,217,7,15,447,127,1,0
964,4,77,8,21,0,206,7,6,172,65,1,0
1096,18,30,8,20,0,278,7,16,582,117,1,0
126,13,52,8,38,0,199,10,15,376,167,0,0
959,4,77,8,21,0,5,7,14,494,299,1,0
128,4,52,8,2,0,180,7,8,281,174,0,0
964,4,77,8,21,0,206,7,6,172,65,1,0
901,4,61,8,20,0,183,7,11,371,285,1,0
242,4,52,8,20,0,250,7,11,532,127,0,0
304,4,77,8,21,0,205,7,16,493,239,0,0
902,18,61,8,20,0,187,7,16,504,164,0,0
982,4,77,8,39,0,180,7,11,380,304,0,0
953,4,52,8,39,0,93,7,8,247,207,1,0
70,5,57,8,38,0,199,3,15,538,304,0,0
27,4,77,8,20,0,20,9,6,212,103,1,0
98,4,67,8,20,0,16,7,9,577,173,0,0
1065,4,77,8,21,0,80,7,11,511,271,1,0
956,4,77,8,21,0,82,7,15,250,279,1,0
70,5,57,8,38,0,199,6,15,538,304,0,0
1065,4,77,8,21,0,80,7,11,511,271,1,0
855,4,52,8,39,0,160,7,8,445,230,0,0
337,14,52,8,21,0,229,10,14,359,300,0,0
708,9,77,8,39,0,204,8,11,150,191,0,0
959,4,77,8,21,0,5,7,14,494,299,1,0
900,4,61,8,20,0,184,7,16,371,268,0,0
159,4,77,8,39,0,94,7,11,562,279,0,0
902,14,61,8,20,0,187,7,16,504,268,0,0
242,4,52,8,20,0,250,7,11,532,145,0,0
857,4,52,8,21,0,226,7,6,504,105,0,0
970,4,77,8,21,0,93,7,11,305,291,0,0
269,4,52,8,38,0,255,7,8,352,246,0,0
128,4,52,8,2,0,180,7,8,347,174,1,0
242,4,52,8,20,0,250,7,11,532,127,0,0
512,4,61,8,21,0,188,11,9,70,256,1,0
1096,18,30,8,20,0,278,8,16,582,117,1,0
1074,4,77,8,21,0,194,7,11,505,286,1,0
953,4,52,8,39,0,93,7,8,247,207,0,0
464,4,57,8,21,0,189,9,15,549,181,1,0
275,13,77,8,21,0,180,7,11,413,304,0,0
960,4,77,8,39,0,225,9,11,221,129,1,0
337,14,52,8,21,0,229,10,14,359,300,0,0
964,4,77,8,21,0,206,7,6,172,65,1,0
1044,18,30,8,20,0,250,7,11,488,270,1,0
516,4,72,8,20,0,11,7,11,411,294,0,0
708,9,77,8,39,0,204,8,11,150,191,0,0
697,18,30,8,21,0,195,7,11,125,228,1,0
1096,18,30,8,20,0,278,9,16,582,117,1,0
1096,18,30,8,20,0,278,7,16,582,117,1,0
1096,18,30,8,20,0,278,7,16,582,117,1,0
960,4,77,8,39,0,225,9,11,221,129,1,0
954,4,2,8,20,0,200,7,11,373,285,0,0
855,4,52,8,39,0,160,7,8,445,230,0,0
269,4,52,8,38,0,255,7,8,352,246,0,0
960,4,77,8,39,0,225,9,11,221,129,1,0
7,4,35,8,38,0,285,10,11,545,256,0,0
697,18,30,8,21,0,195,7,11,598,228,1,0
126,13,52,8,38,0,199,10,15,376,167,0,0
155,4,61,8,20,0,6,7,6,78,0,0,0
516,4,72,8,20,0,11,10,11,580,294,1,0
7,4,35,8,38,0,285,10,11,545,256,0,0
959,4,77,8,21,0,5,7,14,494,299,1,0
128,4,52,8,2,0,180,7,8,56,174,1,0
516,4,72,8,20,0,11,7,11,525,294,0,0
161,4,52,8,21,0,206,7,15,359,33,1,0
993,18,0,8,20,0,171,7,15,596,218,0,0
304,4,77,8,21,0,205,7,16,493,181,0,0
128,4,52,8,2,0,180,7,8,28,174,0,0
901,4,61,8,20,0,183,7,11,371,285,0,0
901,4,61,8,20,0,183,7,11,371,285,0,0
876,4,77,8,39,0,218,10,6,223,304,0,0
1085,4,52,8,14,0,147,7,11,305,307,0,0
94,4,52,8,20,0,67,7,11,553,275,0,0
956,4,77,8,21,0,82,7,16,250,279,1,0
927,4,72,8,27,0,7,7,11,336,304,0,0
1075,4,77,8,21,0,205,7,4,536,256,1,0
954,4,2,8,20,0,200,7,11,373,262,0,0
854,4,52,8,21,0,217,7,11,3,128,1,0
126,13,52,8,38,0,199,10,15,376,167,0,0
155,4,61,8,20,0,6,7,6,78,0,0,0
128,4,52,8,2,0,180,7,8,455,174,0,0
195,4,77,8,21,0,186,3,16,175,87,0,0
900,4,61,8,20,0,184,7,16,371,141,1,0
876,4,77,8,39,0,218,10,6,223,54,0,0
970,4,77,8,21,0,93,7,11,305,291,0,0
1073,4,77,8,39,0,250,7,11,541,304,1,0
512,4,61,8,21,0,188,11,9,70,256,1,0
516,4,72,8,20,0,11,9,11,321,294,1,0
903,4,61,8,20,0,183,7,16,554,132,0,0
901,4,61,8,20,0,183,7,11,371,285,1,0
959,4,77,8,21,0,5,7,14,494,299,1,0
953,4,52,8,39,0,93,7,8,247,207,1,0
476,4,52,8,21,0,219,7,6,61,17,0,0
786,4,52,8,21,0,230,7,14,532,262,0,0
901,4,61,8,20,0,183,7,11,371,285,0,0
7,4,35,8,38,0,285,10,11,545,256,0,0
901,4,61,8,20,0,183,7,11,371,285,0,0
903,4,61,8,20,0,183,7,16,554,10,1,0
964,4,77,8,21,0,206,7,6,172,65,1,0
242,4,52,8,20,0,250,7,11,532,268,0,0
51,4,72,8,20,0,219,7,6,404,285,0,0
7,4,35,8,38,0,285,10,11,545,256,0,0
94,4,52,8,20,0,67,7,11,553,275,0,0
708,9,77,8,39,0,204,8,11,150,191,0,0
1073,4,77,8,39,0,250,7,11,541,304,1,0
242,4,52,8,20,0,250,7,11,532,135,0,0
927,4,72,8,27,0,7,7,11,336,304,0,0
786,4,52,8,21,0,230,7,14,532,262,0,0
155,4,61,8,20,0,6,7,6,78,0,0,0
269,4,52,8,38,0,255,7,8,352,246,0,0
269,4,52,8,38,0,255,7,8,352,246,0,0
708,9,77,8,39,0,204,8,11,150,191,0,0
956,4,77,8,21,0,82,7,15,250,279,1,0
1096,18,30,8,20,0,278,6,16,582,117,1,0
200,4,19,8,61,0,180,0,16,554,229,1,0
993,18,0,8,20,0,171,7,15,518,256,0,0
858,4,52,8,21,0,193,7,16,337,95,0,0
927,4,72,8,27,0,7,7,11,336,304,0,0
979,4,77,8,21,0,182,7,16,171,175,1,0
1020,4,77,8,21,0,196,7,11,514,285,1,0
858,4,52,8,21,0,193,7,16,337,285,0,0
70,5,57,8,38,0,199,7,15,538,304,0,0
856,4,4,8,21,0,225,7,11,374,245,0,0
903,4,61,8,20,0,183,7,16,554,122,1,0
512,4,61,8,21,0,188,11,9,70,256,1,0
927,4,72,8,27,0,7,7,11,336,304,0,0
960,4,77,8,39,0,225,9,11,221,129,1,0
269,4,52,8,38,0,255,7,8,352,246,0,0
958,4,77,8,21,0,198,7,16,437,164,1,0
855,4,52,8,39,0,160,7,8,445,230,1,0
902,13,61,8,20,0,187,7,16,504,0,0,0
200,14,19,8,61,0,180,0,16,554,294,1,0
858,4,52,8,21,0,193,7,16,337,220,0,0
126,13,52,8,38,0,199,10,15,376,167,0,0
1085,4,52,8,14,0,147,7,11,305,307,0,0
993,18,0,8,20,0,255,7,14,0,228,0,0
476,4,52,8,21,0,219,7,6,61,17,0,0
854,4,52,8,21,0,217,7,4,596,96,1,0
27,4,77,8,20,0,20,9,6,212,103,1,0
956,4,77,8,21,0,82,7,11,250,279,1,0
960,4,77,8,39,0,225,9,11,221,129,1,0
1074,4,77,8,21,0,194,7,11,505,125,1,0
1044,18,30,8,20,0,250,7,11,488,250,1,0
98,4,67,8,20,0,16,7,9,577,173,0,0
854,4,52,8,21,0,217,7,8,258,283,1,0
854,4,52,8,21,0,217,7,11,469,253,0,0
959,4,77,8,21,0,5,7,14,494,299,1,0
959,4,77,8,21,0,5,7,14,494,299,1,0
444,4,35,8,39,0,225,7,11,272,78,0,0
856,4,14,8,21,0,225,7,11,374,245,0,0
161,4,52,8,21,0,206,7,15,359,33,1,0
1075,4,77,8,21,0,205,7,4,536,256,1,0
1073,4,77,8,39,0,250,7,11,541,304,1,0
854,4,52,8,21,0,217,7,11,456,207,1,0
697,18,30,8,21,0,195,7,11,336,228,1,0
927,4,72,8,27,0,7,7,11,336,304,0,0
876,4,77,8,39,0,218,10,6,223,287,0,0
7,4,35,8,38,0,285,10,11,545,256,0,0
1074,4,77,8,21,0,194,7,11,505,60,1,0
786,4,52,8,21,0,230,7,14,532,262,0,0
1074,4,77,8,21,0,194,7,11,505,214,1,0
1020,4,77,8,21,0,196,7,11,514,256,1,0
200,4,19,8,61,0,180,0,16,554,268,1,0
954,4,2,8,20,0,200,7,11,373,0,0,0
51,4,72,8,20,0,219,7,6,404,285,0,0
927,4,72,8,27,0,7,7,11,336,304,0,0
98,4,67,8,20,0,16,7,9,577,173,0,0
128,4,52,8,2,0,180,7,8,0,174,1,0
786,4,52,8,21,0,230,7,14,532,262,0,0
155,4,61,8,20,0,6,7,6,78,0,0,0
903,4,61,8,20,0,183,7,16,554,127,1,0
876,4,77,8,39,0,218,10,6,223,127,0,0
993,18,0,8,20,0,206,10,14,469,17,0,0
956,4,77,8,21,0,82,7,15,250,279,1,0
959,4,77,8,21,0,5,7,14,494,299,1,0
516,4,72,8,20,0,11,7,11,589,294,1,0
269,4,52,8,38,0,255,7,8,352,246,0,0
1085,4,52,8,14,0,147,7,11,305,307,0,0
1065,4,77,8,21,0,80,7,11,511,271,1,0
858,4,52,8,21,0,193,7,16,337,105,0,0
